indicator_id,indicator_label_en
ILLPOP.AG15T99.URB.M,"Adult illiterate population, 15+ years, urban, male (number)"
ILLPOPF.AG15T24,"Youth illiterate population, 15-24 years, % female"
ILLPOPF.AG15T24.RUR,"Illiterate youth population, 15-24 years, rural, % female"
ILLPOPF.AG15T24.URB,"Illiterate youth population, 15-24 years, urban, % female"
ILLPOPF.AG15T99,"Adult illiterate population, 15+ years, % female"
ILLPOPF.AG15T99.RUR,"Adult illiterate population, 15+ years, rural, % female"
ILLPOPF.AG15T99.URB,"Adult illiterate population, 15+ years, urban, % female"
ILLPOPF.AG25T64.URB,"Illiterate population, 25-64 years, urban, % female"
MENF.5T8,"Net flow of internationally mobile students (inbound - outbound), both sexes (number)"
MENFR.5T8,"Net flow ratio of internationally mobile students (inbound - outbound), both sexes (%)"
MOR.5T8.40500,"Outbound mobility ratio to North America and Western Europe, both sexes (%)"
MOR.5T8.40505,"Outbound mobility ratio to Central Asia, both sexes (%)"
MOR.5T8.40510,"Outbound mobility ratio, all regions, both sexes (%)"
MOR.5T8.40515,"Outbound mobility ratio to East Asia and the Pacific, both sexes (%)"
MOR.5T8.40520,"Outbound mobility ratio to Latin America and the Caribbean, both sexes (%)"
MOR.5T8.40525,"Outbound mobility ratio to the Arab States, both sexes (%)"
MOR.5T8.40530,"Outbound mobility ratio to Central and Eastern Europe, both sexes (%)"
MOR.5T8.40535,"Outbound mobility ratio to South and West Asia, both sexes (%)"
MOR.5T8.40540,"Outbound mobility ratio to sub-Saharan Africa, both sexes (%)"
MSEP.5T8,"Inbound mobility rate, both sexes (%)"
MSEP.5T8.F,"Inbound mobility rate, female (%)"
MSEP.5T8.M,"Inbound mobility rate, male (%)"
MYS.1T8.AG25T99,"Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes"
MYS.1T8.AG25T99.F,"Mean years of schooling (ISCED 1 or higher), population 25+ years, female"
MYS.1T8.AG25T99.M,"Mean years of schooling (ISCED 1 or higher), population 25+ years, male"
NART.1,"Total net attendance rate, primary, both sexes (%)"
NART.1.F,"Total net attendance rate, primary, female (%)"
NART.1.F.LPIA,"Total net attendance rate, primary education, female, adjusted location parity index (LPIA)"
NART.1.F.WPIA,"Total net attendance rate, primary education, female, adjusted wealth parity index (WPIA)"
NART.1.GPIA,"Total net attendance rate, primary education, adjusted gender parity index (GPIA)"
NART.1.LPIA,"Total net attendance rate, primary education, adjusted location parity index (LPIA)"
NART.1.M,"Total net attendance rate, primary, male (%)"
NART.1.M.LPIA,"Total net attendance rate, primary education, male, adjusted location parity index (LPIA)"
NART.1.M.WPIA,"Total net attendance rate, primary education, male, adjusted wealth parity index (WPIA)"
NART.1.Q1,"Total net attendance rate, primary, poorest quintile, both sexes (%)"
NART.1.Q1.F,"Total net attendance rate, primary, poorest quintile, female (%)"
NART.1.Q1.F.LPIA,"Total net attendance rate, primary education, poorest quintile, female, adjusted location parity index (LPIA)"
NART.1.Q1.GPIA,"Total net attendance rate, primary education, poorest quintile, adjusted gender parity index (GPIA)"
NART.1.Q1.LPIA,"Total net attendance rate, primary education, poorest quintile, adjusted location parity index (LPIA)"
NART.1.Q1.M,"Total net attendance rate, primary, poorest quintile, male (%)"
NART.1.Q1.M.LPIA,"Total net attendance rate, primary education, poorest quintile, male, adjusted location parity index (LPIA)"
NART.1.Q2,"Total net attendance rate, primary, second quintile, both sexes (%)"
NART.1.Q2.F,"Total net attendance rate, primary, second quintile, female (%)"
NART.1.Q2.F.LPIA,"Total net attendance rate, primary education, second quintile, female, adjusted location parity index (LPIA)"
NART.1.Q2.GPIA,"Total net attendance rate, primary education, second quintile, adjusted gender parity index (GPIA)"
NART.1.Q2.LPIA,"Total net attendance rate, primary education, second quintile, adjusted location parity index (LPIA)"
NART.1.Q2.M,"Total net attendance rate, primary, second quintile, male (%)"
NART.1.Q2.M.LPIA,"Total net attendance rate, primary education, second quintile, male, adjusted location parity index (LPIA)"
NART.1.Q3,"Total net attendance rate, primary, middle quintile, both sexes (%)"
NART.1.Q3.F,"Total net attendance rate, primary, middle quintile, female (%)"
NART.1.Q3.F.LPIA,"Total net attendance rate, primary education, middle quintile, female, adjusted location parity index (LPIA)"
NART.1.Q3.GPIA,"Total net attendance rate, primary education, middle quintile, adjusted gender parity index (GPIA)"
NART.1.Q3.LPIA,"Total net attendance rate, primary education, middle quintile, adjusted location parity index (LPIA)"
NART.1.Q3.M,"Total net attendance rate, primary, middle quintile, male (%)"
NART.1.Q3.M.LPIA,"Total net attendance rate, primary education, middle quintile, male, adjusted location parity index (LPIA)"
NART.1.Q4,"Total net attendance rate, primary, fourth quintile, both sexes (%)"
NART.1.Q4.F,"Total net attendance rate, primary, fourth quintile, female (%)"
NART.1.Q4.F.LPIA,"Total net attendance rate, primary education, fourth quintile, female, adjusted location parity index (LPIA)"
NART.1.Q4.GPIA,"Total net attendance rate, primary education, fourth quintile, adjusted gender parity index (GPIA)"
NART.1.Q4.LPIA,"Total net attendance rate, primary education, fourth quintile, adjusted location parity index (LPIA)"
NART.1.Q4.M,"Total net attendance rate, primary, fourth quintile, male (%)"
NART.1.Q4.M.LPIA,"Total net attendance rate, primary education, fourth quintile, male, adjusted location parity index (LPIA)"
NART.1.Q5,"Total net attendance rate, primary, richest quintile, both sexes (%)"
NART.1.Q5.F,"Total net attendance rate, primary, richest quintile, female (%)"
NART.1.Q5.F.LPIA,"Total net attendance rate, primary education, richest quintile, female, adjusted location parity index (LPIA)"
NART.1.Q5.GPIA,"Total net attendance rate, primary education, richest quintile, adjusted gender parity index (GPIA)"
NART.1.Q5.LPIA,"Total net attendance rate, primary education, richest quintile, adjusted location parity index (LPIA)"
NART.1.Q5.M,"Total net attendance rate, primary, richest quintile, male (%)"
NART.1.Q5.M.LPIA,"Total net attendance rate, primary education, richest quintile, male, adjusted location parity index (LPIA)"
NART.1.RUR,"Total net attendance rate, primary, rural, both sexes (%)"
NART.1.RUR.F,"Total net attendance rate, primary, rural, female (%)"
NART.1.RUR.F.WPIA,"Total net attendance rate, primary education, rural, female, adjusted wealth parity index (WPIA)"
NART.1.RUR.GPIA,"Total net attendance rate, primary education, rural, adjusted gender parity index (GPIA)"
NART.1.RUR.M,"Total net attendance rate, primary, rural, male  (%)"
NART.1.RUR.M.WPIA,"Total net attendance rate, primary education, rural, male, adjusted wealth parity index (WPIA)"
NART.1.RUR.Q1,"Total net attendance rate, primary, rural, poorest quintile, both sexes (%)"
NART.1.RUR.Q1.F,"Total net attendance rate, primary, rural, poorest quintile, female (%)"
NART.1.RUR.Q1.GPIA,"Total net attendance rate, primary education, rural, poorest quintile, adjusted gender parity index (GPIA)"
NART.1.RUR.Q1.M,"Total net attendance rate, primary, rural, poorest quintile, male (%)"
NART.1.RUR.Q2,"Total net attendance rate, primary, rural, second quintile, both sexes (%)"
NART.1.RUR.Q2.F,"Total net attendance rate, primary, rural, second quintile, female (%)"
NART.1.RUR.Q2.GPIA,"Total net attendance rate, primary education, rural, second quintile, adjusted gender parity index (GPIA)"
NART.1.RUR.Q2.M,"Total net attendance rate, primary, rural, second quintile, male (%)"
NART.1.RUR.Q3,"Total net attendance rate, primary, rural, middle quintile, both sexes (%)"
NART.1.RUR.Q3.F,"Total net attendance rate, primary, rural, middle quintile, female (%)"
NART.1.RUR.Q3.GPIA,"Total net attendance rate, primary education, rural, middle quintile, adjusted gender parity index (GPIA)"
NART.1.RUR.Q3.M,"Total net attendance rate, primary, rural, middle quintile, male (%)"
NART.1.RUR.Q4,"Total net attendance rate, primary, rural, fourth quintile, both sexes (%)"
NART.1.RUR.Q4.F,"Total net attendance rate, primary, rural, fourth quintile, female (%)"
NART.1.RUR.Q4.GPIA,"Total net attendance rate, primary education, rural, fourth quintile, adjusted gender parity index (GPIA)"
NART.1.RUR.Q4.M,"Total net attendance rate, primary, rural, fourth quintile, male (%)"
NART.1.RUR.Q5,"Total net attendance rate, primary, rural, richest quintile, both sexes (%)"
NART.1.RUR.Q5.F,"Total net attendance rate, primary, rural, richest quintile, female (%)"
NART.1.RUR.Q5.GPIA,"Total net attendance rate, primary education, rural, richest quintile, adjusted gender parity index (GPIA)"
NART.1.RUR.Q5.M,"Total net attendance rate, primary, rural, richest quintile, male (%)"
NART.1.RUR.WPIA,"Total net attendance rate, primary education, rural, adjusted wealth parity index (WPIA)"
NART.1.URB,"Total net attendance rate, primary, urban, both sexes (%)"
NART.1.URB.F,"Total net attendance rate, primary, urban, female (%)"
NART.1.URB.F.WPIA,"Total net attendance rate, primary education, urban, female, adjusted wealth parity index (WPIA)"
NART.1.URB.GPIA,"Total net attendance rate, primary education, urban, adjusted gender parity index (GPIA)"
NART.1.URB.M,"Total net attendance rate, primary, urban, male  (%)"
NART.1.URB.M.WPIA,"Total net attendance rate, primary education, urban, male, adjusted wealth parity index (WPIA)"
NART.1.URB.Q1,"Total net attendance rate, primary, urban, poorest quintile, both sexes (%)"
NART.1.URB.Q1.F,"Total net attendance rate, primary, urban, poorest quintile, female (%)"
NART.1.URB.Q1.GPIA,"Total net attendance rate, primary education, urban, poorest quintile, adjusted gender parity index (GPIA)"
NART.1.URB.Q1.M,"Total net attendance rate, primary, urban, poorest quintile, male (%)"
NART.1.URB.Q2,"Total net attendance rate, primary, urban, second quintile, both sexes (%)"
NART.1.URB.Q2.F,"Total net attendance rate, primary, urban, second quintile, female (%)"
NART.1.URB.Q2.GPIA,"Total net attendance rate, primary education, urban, second quintile, adjusted gender parity index (GPIA)"
NART.1.URB.Q2.M,"Total net attendance rate, primary, urban, second quintile, male (%)"
NART.1.URB.Q3,"Total net attendance rate, primary, urban, middle quintile, both sexes (%)"
NART.1.URB.Q3.F,"Total net attendance rate, primary, urban, middle quintile, female (%)"
NART.1.URB.Q3.GPIA,"Total net attendance rate, primary education, urban, middle quintile, adjusted gender parity index (GPIA)"
NART.1.URB.Q3.M,"Total net attendance rate, primary, urban, middle quintile, male (%)"
NART.1.URB.Q4,"Total net attendance rate, primary, urban, fourth quintile, both sexes (%)"
NART.1.URB.Q4.F,"Total net attendance rate, primary, urban, fourth quintile, female (%)"
NART.1.URB.Q4.GPIA,"Total net attendance rate, primary education, urban, fourth quintile, adjusted gender parity index (GPIA)"
NART.1.URB.Q4.M,"Total net attendance rate, primary, urban, fourth quintile, male (%)"
NART.1.URB.Q5,"Total net attendance rate, primary, urban, richest quintile, both sexes (%)"
NART.1.URB.Q5.F,"Total net attendance rate, primary, urban, richest quintile, female (%)"
NART.1.URB.Q5.GPIA,"Total net attendance rate, primary education, urban, richest quintile, adjusted gender parity index (GPIA)"
NART.1.URB.Q5.M,"Total net attendance rate, primary, urban, richest quintile, male (%)"
NART.1.URB.WPIA,"Total net attendance rate, primary education, urban, adjusted wealth parity index (WPIA)"
NART.1.WPIA,"Total net attendance rate, primary education, adjusted wealth parity index (WPIA)"
NART.2,"Total net attendance rate, lower secondary, both sexes (%)"
NART.2.F,"Total net attendance rate, lower secondary, female (%)"
NART.2.F.LPIA,"Total net attendance rate, lower secondary, female, adjusted location parity index (LPIA)"
NART.2.F.WPIA,"Total net attendance rate, lower secondary, female, adjusted wealth parity index (WPIA)"
NART.2.GPIA,"Total net attendance rate, lower secondary, adjusted gender parity index (GPIA)"
NART.2.LPIA,"Total net attendance rate, lower secondary, adjusted location parity index (LPIA)"
NART.2.M,"Total net attendance rate, lower secondary, male (%)"
NART.2.M.LPIA,"Total net attendance rate, lower secondary, male, adjusted location parity index (LPIA)"
NART.2.M.WPIA,"Total net attendance rate, lower secondary, male, adjusted wealth parity index (WPIA)"
NART.2.Q1,"Total net attendance rate, lower secondary, poorest quintile, both sexes (%)"
NART.2.Q1.F,"Total net attendance rate, lower secondary, poorest quintile, female (%)"
NART.2.Q1.F.LPIA,"Total net attendance rate, lower secondary education, poorest quintile, female, adjusted location parity index (LPIA)"
NART.2.Q1.GPIA,"Total net attendance rate, lower secondary education, poorest quintile, adjusted gender parity index (GPIA)"
NART.2.Q1.LPIA,"Total net attendance rate, lower secondary education, poorest quintile, adjusted location parity index (LPIA)"
NART.2.Q1.M,"Total net attendance rate, lower secondary, poorest quintile, male (%)"
NART.2.Q1.M.LPIA,"Total net attendance rate, lower secondary education, poorest quintile, male, adjusted location parity index (LPIA)"
NART.2.Q2,"Total net attendance rate, lower secondary, second quintile, both sexes (%)"
NART.2.Q2.F,"Total net attendance rate, lower secondary, second quintile, female (%)"
NART.2.Q2.F.LPIA,"Total net attendance rate, lower secondary education, second quintile, female, adjusted location parity index (LPIA)"
NART.2.Q2.GPIA,"Total net attendance rate, lower secondary education, second quintile, adjusted gender parity index (GPIA)"
NART.2.Q2.LPIA,"Total net attendance rate, lower secondary education, second quintile, adjusted location parity index (LPIA)"
NART.2.Q2.M,"Total net attendance rate, lower secondary, second quintile, male (%)"
NART.2.Q2.M.LPIA,"Total net attendance rate, lower secondary education, second quintile, male, adjusted location parity index (LPIA)"
NART.2.Q3,"Total net attendance rate, lower secondary, middle quintile, both sexes (%)"
NART.2.Q3.F,"Total net attendance rate, lower secondary, middle quintile, female (%)"
NART.2.Q3.F.LPIA,"Total net attendance rate, lower secondary education, middle quintile, female, adjusted location parity index (LPIA)"
NART.2.Q3.GPIA,"Total net attendance rate, lower secondary education, middle quintile, adjusted gender parity index (GPIA)"
NART.2.Q3.LPIA,"Total net attendance rate, lower secondary education, middle quintile, adjusted location parity index (LPIA)"
NART.2.Q3.M,"Total net attendance rate, lower secondary, middle quintile, male (%)"
NART.2.Q3.M.LPIA,"Total net attendance rate, lower secondary education, middle quintile, male, adjusted location parity index (LPIA)"
NART.2.Q4,"Total net attendance rate, lower secondary, fourth quintile, both sexes (%)"
NART.2.Q4.F,"Total net attendance rate, lower secondary, fourth quintile, female (%)"
NART.2.Q4.F.LPIA,"Total net attendance rate, lower secondary education, fourth quintile, female, adjusted location parity index (LPIA)"
NART.2.Q4.GPIA,"Total net attendance rate, lower secondary education, fourth quintile, adjusted gender parity index (GPIA)"
NART.2.Q4.LPIA,"Total net attendance rate, lower secondary education, fourth quintile, adjusted location parity index (LPIA)"
NART.2.Q4.M,"Total net attendance rate, lower secondary, fourth quintile, male (%)"
NART.2.Q4.M.LPIA,"Total net attendance rate, lower secondary education, fourth quintile, male, adjusted location parity index (LPIA)"
NART.2.Q5,"Total net attendance rate, lower secondary, richest quintile, both sexes (%)"
NART.2.Q5.F,"Total net attendance rate, lower secondary, richest quintile, female (%)"
NART.2.Q5.F.LPIA,"Total net attendance rate, lower secondary education, richest quintile, female, adjusted location parity index (LPIA)"
NART.2.Q5.GPIA,"Total net attendance rate, lower secondary education, richest quintile, adjusted gender parity index (GPIA)"
NART.2.Q5.LPIA,"Total net attendance rate, lower secondary education, richest quintile, adjusted location parity index (LPIA)"
NART.2.Q5.M,"Total net attendance rate, lower secondary, richest quintile, male (%)"
NART.2.Q5.M.LPIA,"Total net attendance rate, lower secondary education, richest quintile, male, adjusted location parity index (LPIA)"
NART.2.RUR,"Total net attendance rate, lower secondary, rural, both sexes (%)"
NART.2.RUR.F,"Total net attendance rate, lower secondary, rural, female (%)"
NART.2.RUR.F.WPIA,"Total net attendance rate, lower secondary education, rural, female, adjusted wealth parity index (WPIA)"
NART.2.RUR.GPIA,"Total net attendance rate, lower secondary education, rural, adjusted gender parity index (GPIA)"
NART.2.RUR.M,"Total net attendance rate, lower secondary, rural, male  (%)"
NART.2.RUR.M.WPIA,"Total net attendance rate, lower secondary education, rural, male, adjusted wealth parity index (WPIA)"
NART.2.RUR.Q1,"Total net attendance rate, lower secondary, rural, poorest quintile, both sexes (%)"
NART.2.RUR.Q1.F,"Total net attendance rate, lower secondary, rural, poorest quintile, female (%)"
NART.2.RUR.Q1.GPIA,"Total net attendance rate, lower secondary education, rural, poorest quintile, adjusted gender parity index (GPIA)"
NART.2.RUR.Q1.M,"Total net attendance rate, lower secondary, rural, poorest quintile, male (%)"
NART.2.RUR.Q2,"Total net attendance rate, lower secondary, rural, second quintile, both sexes (%)"
NART.2.RUR.Q2.F,"Total net attendance rate, lower secondary, rural, second quintile, female (%)"
NART.2.RUR.Q2.GPIA,"Total net attendance rate, lower secondary education, rural, second quintile, adjusted gender parity index (GPIA)"
NART.2.RUR.Q2.M,"Total net attendance rate, lower secondary, rural, second quintile, male (%)"
NART.2.RUR.Q3,"Total net attendance rate, lower secondary, rural, middle quintile, both sexes (%)"
NART.2.RUR.Q3.F,"Total net attendance rate, lower secondary, rural, middle quintile, female (%)"
NART.2.RUR.Q3.GPIA,"Total net attendance rate, lower secondary education, rural, middle quintile, adjusted gender parity index (GPIA)"
NART.2.RUR.Q3.M,"Total net attendance rate, lower secondary, rural, middle quintile, male (%)"
NART.2.RUR.Q4,"Total net attendance rate, lower secondary, rural, fourth quintile, both sexes (%)"
NART.2.RUR.Q4.F,"Total net attendance rate, lower secondary, rural, fourth quintile, female (%)"
NART.2.RUR.Q4.GPIA,"Total net attendance rate, lower secondary education, rural, fourth quintile, adjusted gender parity index (GPIA)"
NART.2.RUR.Q4.M,"Total net attendance rate, lower secondary, rural, fourth quintile, male (%)"
NART.2.RUR.Q5,"Total net attendance rate, lower secondary, rural, richest quintile, both sexes (%)"
NART.2.RUR.Q5.F,"Total net attendance rate, lower secondary, rural, richest quintile, female (%)"
NART.2.RUR.Q5.GPIA,"Total net attendance rate, lower secondary education, rural, richest quintile, adjusted gender parity index (GPIA)"
NART.2.RUR.Q5.M,"Total net attendance rate, lower secondary, rural, richest quintile, male (%)"
NART.2.RUR.WPIA,"Total net attendance rate, lower secondary education, rural, adjusted wealth parity index (WPIA)"
NART.2.URB,"Total net attendance rate, lower secondary, urban, both sexes (%)"
NART.2.URB.F,"Total net attendance rate, lower secondary, urban, female (%)"
NART.2.URB.F.WPIA,"Total net attendance rate, lower secondary education, urban, female, adjusted wealth parity index (WPIA)"
NART.2.URB.GPIA,"Total net attendance rate, lower secondary education, urban, adjusted gender parity index (GPIA)"
NART.2.URB.M,"Total net attendance rate, lower secondary, urban, male  (%)"
NART.2.URB.M.WPIA,"Total net attendance rate, lower secondary education, urban, male, adjusted wealth parity index (WPIA)"
NART.2.URB.Q1,"Total net attendance rate, lower secondary, urban, poorest quintile, both sexes (%)"
NART.2.URB.Q1.F,"Total net attendance rate, lower secondary, urban, poorest quintile, female (%)"
NART.2.URB.Q1.GPIA,"Total net attendance rate, lower secondary education, urban, poorest quintile, adjusted gender parity index (GPIA)"
NART.2.URB.Q1.M,"Total net attendance rate, lower secondary, urban, poorest quintile, male (%)"
NART.2.URB.Q2,"Total net attendance rate, lower secondary, urban, second quintile, both sexes (%)"
NART.2.URB.Q2.F,"Total net attendance rate, lower secondary, urban, second quintile, female (%)"
NART.2.URB.Q2.GPIA,"Total net attendance rate, lower secondary education, urban, second quintile, adjusted gender parity index (GPIA)"
NART.2.URB.Q2.M,"Total net attendance rate, lower secondary, urban, second quintile, male (%)"
NART.2.URB.Q3,"Total net attendance rate, lower secondary, urban, middle quintile, both sexes (%)"
NART.2.URB.Q3.F,"Total net attendance rate, lower secondary, urban, middle quintile, female (%)"
NART.2.URB.Q3.GPIA,"Total net attendance rate, lower secondary education, urban, middle quintile, adjusted gender parity index (GPIA)"
NART.2.URB.Q3.M,"Total net attendance rate, lower secondary, urban, middle quintile, male (%)"
NART.2.URB.Q4,"Total net attendance rate, lower secondary, urban, fourth quintile, both sexes (%)"
NART.2.URB.Q4.F,"Total net attendance rate, lower secondary, urban, fourth quintile, female (%)"
NART.2.URB.Q4.GPIA,"Total net attendance rate, lower secondary education, urban, fourth quintile, adjusted gender parity index (GPIA)"
NART.2.URB.Q4.M,"Total net attendance rate, lower secondary, urban, fourth quintile, male (%)"
NART.2.URB.Q5,"Total net attendance rate, lower secondary, urban, richest quintile, both sexes (%)"
NART.2.URB.Q5.F,"Total net attendance rate, lower secondary, urban, richest quintile, female (%)"
NART.2.URB.Q5.GPIA,"Total net attendance rate, lower secondary education, urban, richest quintile, adjusted gender parity index (GPIA)"
NART.2.URB.Q5.M,"Total net attendance rate, lower secondary, urban, richest quintile, male (%)"
NART.2.URB.WPIA,"Total net attendance rate, lower secondary education, urban, adjusted wealth parity index (WPIA)"
NART.2.WPIA,"Total net attendance rate, lower secondary, adjusted wealth parity index (WPIA)"
NART.3,"Total net attendance rate, upper secondary, both sexes (%)"
NART.3.F,"Total net attendance rate, upper secondary, female (%)"
NART.3.F.LPIA,"Total net attendance rate, upper secondary, female, adjusted location parity index (LPIA)"
NART.3.F.WPIA,"Total net attendance rate, upper secondary, female, adjusted wealth parity index (WPIA)"
NART.3.GPIA,"Total net attendance rate, upper secondary, adjusted gender parity index (GPIA)"
NART.3.LPIA,"Total net attendance rate, upper secondary, adjusted location parity index (LPIA)"
NART.3.M,"Total net attendance rate, upper secondary, male (%)"
NART.3.M.LPIA,"Total net attendance rate, upper secondary, male, adjusted location parity index (LPIA)"
NART.3.M.WPIA,"Total net attendance rate, upper secondary, male, adjusted wealth parity index (WPIA)"
NART.3.Q1,"Total net attendance rate, upper secondary, poorest quintile, both sexes (%)"
NART.3.Q1.F,"Total net attendance rate, upper secondary, poorest quintile, female (%)"
NART.3.Q1.F.LPIA,"Total net attendance rate, upper secondary education, poorest quintile, female, adjusted location parity index (LPIA)"
NART.3.Q1.GPIA,"Total net attendance rate, upper secondary education, poorest quintile, adjusted gender parity index (GPIA)"
NART.3.Q1.LPIA,"Total net attendance rate, upper secondary education, poorest quintile, adjusted location parity index (LPIA)"
NART.3.Q1.M,"Total net attendance rate, upper secondary, poorest quintile, male (%)"
NART.3.Q1.M.LPIA,"Total net attendance rate, upper secondary education, poorest quintile, male, adjusted location parity index (LPIA)"
NART.3.Q2,"Total net attendance rate, upper secondary, second quintile, both sexes (%)"
NART.3.Q2.F,"Total net attendance rate, upper secondary, second quintile, female (%)"
NART.3.Q2.F.LPIA,"Total net attendance rate, upper secondary education, second quintile, female, adjusted location parity index (LPIA)"
NART.3.Q2.GPIA,"Total net attendance rate, upper secondary education, second quintile, adjusted gender parity index (GPIA)"
NART.3.Q2.LPIA,"Total net attendance rate, upper secondary education, second quintile, adjusted location parity index (LPIA)"
NART.3.Q2.M,"Total net attendance rate, upper secondary, second quintile, male (%)"
NART.3.Q2.M.LPIA,"Total net attendance rate, upper secondary education, second quintile, male, adjusted location parity index (LPIA)"
NART.3.Q3,"Total net attendance rate, upper secondary, middle quintile, both sexes (%)"
NART.3.Q3.F,"Total net attendance rate, upper secondary, middle quintile, female (%)"
NART.3.Q3.F.LPIA,"Total net attendance rate, upper secondary education, middle quintile, female, adjusted location parity index (LPIA)"
NART.3.Q3.GPIA,"Total net attendance rate, upper secondary education, middle quintile, adjusted gender parity index (GPIA)"
NART.3.Q3.LPIA,"Total net attendance rate, upper secondary education, middle quintile, adjusted location parity index (LPIA)"
NART.3.Q3.M,"Total net attendance rate, upper secondary, middle quintile, male (%)"
NART.3.Q3.M.LPIA,"Total net attendance rate, upper secondary education, middle quintile, male, adjusted location parity index (LPIA)"
NART.3.Q4,"Total net attendance rate, upper secondary, fourth quintile, both sexes (%)"
NART.3.Q4.F,"Total net attendance rate, upper secondary, fourth quintile, female (%)"
NART.3.Q4.F.LPIA,"Total net attendance rate, upper secondary education, fourth quintile, female, adjusted location parity index (LPIA)"
NART.3.Q4.GPIA,"Total net attendance rate, upper secondary education, fourth quintile, adjusted gender parity index (GPIA)"
NART.3.Q4.LPIA,"Total net attendance rate, upper secondary education, fourth quintile, adjusted location parity index (LPIA)"
NART.3.Q4.M,"Total net attendance rate, upper secondary, fourth quintile, male (%)"
NART.3.Q4.M.LPIA,"Total net attendance rate, upper secondary education, fourth quintile, male, adjusted location parity index (LPIA)"
NART.3.Q5,"Total net attendance rate, upper secondary, richest quintile, both sexes (%)"
NART.3.Q5.F,"Total net attendance rate, upper secondary, richest quintile, female (%)"
NART.3.Q5.F.LPIA,"Total net attendance rate, upper secondary education, richest quintile, female, adjusted location parity index (LPIA)"
NART.3.Q5.GPIA,"Total net attendance rate, upper secondary education, richest quintile, adjusted gender parity index (GPIA)"
NART.3.Q5.LPIA,"Total net attendance rate, upper secondary education, richest quintile, adjusted location parity index (LPIA)"
NART.3.Q5.M,"Total net attendance rate, upper secondary, richest quintile, male (%)"
NART.3.Q5.M.LPIA,"Total net attendance rate, upper secondary education, richest quintile, male, adjusted location parity index (LPIA)"
NART.3.RUR,"Total net attendance rate, upper secondary, rural, both sexes (%)"
NART.3.RUR.F,"Total net attendance rate, upper secondary, rural, female (%)"
NART.3.RUR.F.WPIA,"Total net attendance rate, upper secondary education, rural, female, adjusted wealth parity index (WPIA)"
NART.3.RUR.GPIA,"Total net attendance rate, upper secondary education, rural, adjusted gender parity index (GPIA)"
NART.3.RUR.M,"Total net attendance rate, upper secondary, rural, male  (%)"
NART.3.RUR.M.WPIA,"Total net attendance rate, upper secondary education, rural, male, adjusted wealth parity index (WPIA)"
NART.3.RUR.Q1,"Total net attendance rate, upper secondary, rural, poorest quintile, both sexes (%)"
NART.3.RUR.Q1.F,"Total net attendance rate, upper secondary, rural, poorest quintile, female (%)"
NART.3.RUR.Q1.GPIA,"Total net attendance rate, upper secondary education, rural, poorest quintile, adjusted gender parity index (GPIA)"
NART.3.RUR.Q1.M,"Total net attendance rate, upper secondary, rural, poorest quintile, male (%)"
NART.3.RUR.Q2,"Total net attendance rate, upper secondary, rural, second quintile, both sexes (%)"
NART.3.RUR.Q2.F,"Total net attendance rate, upper secondary, rural, second quintile, female (%)"
NART.3.RUR.Q2.GPIA,"Total net attendance rate, upper secondary education, rural, second quintile, adjusted gender parity index (GPIA)"
NART.3.RUR.Q2.M,"Total net attendance rate, upper secondary, rural, second quintile, male (%)"
NART.3.RUR.Q3,"Total net attendance rate, upper secondary, rural, middle quintile, both sexes (%)"
NART.3.RUR.Q3.F,"Total net attendance rate, upper secondary, rural, middle quintile, female (%)"
NART.3.RUR.Q3.GPIA,"Total net attendance rate, upper secondary education, rural, middle quintile, adjusted gender parity index (GPIA)"
NART.3.RUR.Q3.M,"Total net attendance rate, upper secondary, rural, middle quintile, male (%)"
NART.3.RUR.Q4,"Total net attendance rate, upper secondary, rural, fourth quintile, both sexes (%)"
NART.3.RUR.Q4.F,"Total net attendance rate, upper secondary, rural, fourth quintile, female (%)"
NART.3.RUR.Q4.GPIA,"Total net attendance rate, upper secondary education, rural, fourth quintile, adjusted gender parity index (GPIA)"
NART.3.RUR.Q4.M,"Total net attendance rate, upper secondary, rural, fourth quintile, male (%)"
NART.3.RUR.Q5,"Total net attendance rate, upper secondary, rural, richest quintile, both sexes (%)"
NART.3.RUR.Q5.F,"Total net attendance rate, upper secondary, rural, richest quintile, female (%)"
NART.3.RUR.Q5.GPIA,"Total net attendance rate, upper secondary education, rural, richest quintile, adjusted gender parity index (GPIA)"
NART.3.RUR.Q5.M,"Total net attendance rate, upper secondary, rural, richest quintile, male (%)"
NART.3.RUR.WPIA,"Total net attendance rate, upper secondary education, rural, adjusted wealth parity index (WPIA)"
NART.3.URB,"Total net attendance rate, upper secondary, urban, both sexes (%)"
NART.3.URB.F,"Total net attendance rate, upper secondary, urban, female (%)"
NART.3.URB.F.WPIA,"Total net attendance rate, upper secondary education, urban, female, adjusted wealth parity index (WPIA)"
NART.3.URB.GPIA,"Total net attendance rate, upper secondary education, urban, adjusted gender parity index (GPIA)"
NART.3.URB.M,"Total net attendance rate, upper secondary, urban, male  (%)"
NART.3.URB.M.WPIA,"Total net attendance rate, upper secondary education, urban, male, adjusted wealth parity index (WPIA)"
NART.3.URB.Q1,"Total net attendance rate, upper secondary, urban, poorest quintile, both sexes (%)"
NART.3.URB.Q1.F,"Total net attendance rate, upper secondary, urban, poorest quintile, female (%)"
